path,classification,treatment,reason
knowledge/product/KN-PRD-001-publish-ready-is-the-default.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/product/KN-PRD-002-evidence-over-assumption.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/product/KN-PRD-003-preserve-proven-value.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/product/KN-PRD-004-fail-explicitly.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/quality-thresholds.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/registry/knowledge-registry.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/registry/knowledge-set-registry.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/registry/source-registry.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/search-console-interpretation-rules.md,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
knowledge/seo/KN-SEO-001-primary-intent-before-structure.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/seo/KN-SEO-002-main-answer-must-be-explicit.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/seo/KN-SEO-003-title-must-match-article-promise.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/seo/KN-SEO-004-natural-query-usage.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/seo/KN-SEO-005-separate-out-of-scope-intent.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/seo/KN-SEO-006-ctr-improvement-requires-body-alignment.md,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
knowledge/seo/KN-SEO-007-main-query-field-is-pure.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/seo/KN-SEO-008-comparison-intent-consistency.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/sets/KS-BASE-001-publish-ready-base.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/sets/KS-CMP-001-comparison-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/sets/KS-CST-001-cost-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/sets/KS-CTR-001-ctr-improvement.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
knowledge/sets/KS-FAC-001-fact-verification.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/sets/KS-HRK-001-high-risk-review.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/sets/KS-IMP-001-existing-article-improvement-base.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
knowledge/sets/KS-JPN-001-japanese-quality.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/sets/KS-NEW-001-new-article-base.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/sets/KS-TRB-001-troubleshooting-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/sources/README.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/warning-code-registry.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/warning-policy.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
knowledge/writing/KN-WRI-001-answer-first-introduction.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/writing/KN-WRI-002-one-section-one-purpose.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/writing/KN-WRI-003-procedure-must-reach-completion.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/writing/KN-WRI-004-faq-must-add-new-value.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/writing/KN-WRI-005-conclusion-without-repetition.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
knowledge/writing/KN-WRI-006-natural-japanese-over-formulaic-politeness.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
learning/README.md,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/examples/A000001.feedback.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/examples/A000001.learning.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/examples/A000001.measurement.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/schemas/SWLS_LEARNING_RECORD.schema.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/schemas/SWLS_MEASUREMENT.schema.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/schemas/SWLS_USER_FEEDBACK.schema.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/templates/LEARNING_RECORD_TEMPLATE.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/templates/MEASUREMENT_TEMPLATE.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
learning/templates/USER_FEEDBACK_TEMPLATE.json,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
migrations/sims-core/asset-mapping.md,D,不使用・持ち込まない,旧製品履歴・移行資産であり新製品の実行資産には含めない
migrations/sims-core/migration-framework-v1.0.md,D,不使用・持ち込まない,旧製品履歴・移行資産であり新製品の実行資産には含めない
migrations/sims-core/migration-inventory.yaml,D,不使用・持ち込まない,旧製品履歴・移行資産であり新製品の実行資産には含めない
patterns/definitions/anti_pattern/PT-ANT-001-keyword-stuffing.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-002-competitor-heading-copy.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-003-faq-inflation.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-004-full-rewrite-without-evaluation.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/anti_pattern/PT-ANT-005-year-update-without-evidence.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/anti_pattern/PT-ANT-006-generic-introduction.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-007-excessive-bullet-lists.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-008-fabricated-experience.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-009-all-queries-in-one-article.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-010-prompt-only-quality-rule.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-011-legacy-contract-regression.yaml,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
patterns/definitions/anti_pattern/PT-ANT-012-raw-html-before-after.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/anti_pattern/PT-ANT-013-serp-effect-overclaim.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-014-secondary-query-overfit.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/anti_pattern/PT-ANT-015-unsafe-redaction-advice.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/article/PT-ART-001-how-to-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/article/PT-ART-002-troubleshooting-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/article/PT-ART-003-comparison-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/article/PT-ART-004-definition-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/article/PT-ART-005-cost-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/article/PT-ART-006-cause-and-solution-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/article/PT-ART-007-settings-guide.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/evidence/PT-EVD-001-official-source-first.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/evidence/PT-EVD-002-time-sensitive-fact-verification.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/evidence/PT-EVD-003-numeric-claim-verification.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/evidence/PT-EVD-004-fact-and-opinion-separation.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/evidence/PT-EVD-005-unable-to-verify-handling.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/evidence/PT-EVD-006-experience-claim-labeling.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/improvement/PT-IMP-001-preserve-and-revise.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-002-targeted-revision-before-full-rewrite.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-003-outdated-information-refresh.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-004-content-gap-completion.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-005-heading-reorganization.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-006-introduction-replacement.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-007-faq-addition-or-reduction.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/improvement/PT-IMP-008-metadata-only-improvement.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/planning/PT-PLN-001-primary-intent-identification.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/planning/PT-PLN-002-main-answer-definition.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/planning/PT-PLN-003-content-scope-boundary.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/planning/PT-PLN-004-required-content-mapping.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/planning/PT-PLN-005-existing-value-identification.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/planning/PT-PLN-006-evidence-planning.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/planning/PT-PLN-007-separate-article-intent-detection.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/quality_recovery/PT-QRC-001-primary-intent-recovery.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/quality_recovery/PT-QRC-002-unsupported-claim-removal.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/quality_recovery/PT-QRC-003-structure-simplification.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/quality_recovery/PT-QRC-004-redundancy-reduction.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/quality_recovery/PT-QRC-005-japanese-naturalization.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/quality_recovery/PT-QRC-006-faq-de-duplication.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/quality_recovery/PT-QRC-007-title-body-alignment-recovery.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/quality_recovery/PT-QRC-008-existing-value-restoration.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/section/PT-SEC-001-answer-first-introduction.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/section/PT-SEC-002-problem-recognition-introduction.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/section/PT-SEC-003-step-by-step-procedure.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/section/PT-SEC-004-comparison-criteria.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/section/PT-SEC-005-warning-and-exception.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/section/PT-SEC-006-faq-complement.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/section/PT-SEC-007-non-repetitive-conclusion.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/section/PT-SEC-008-internal-link-context.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/seo/PT-SEO-001-low-ctr-high-rank-title-improvement.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/definitions/seo/PT-SEO-002-title-and-h1-role-separation.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/seo/PT-SEO-003-main-query-natural-placement.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/seo/PT-SEO-004-supporting-query-coverage.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/definitions/seo/PT-SEO-005-cannibalization-separation.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/seo/PT-SEO-006-internal-link-relevance.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/definitions/seo/PT-SEO-007-meta-description-intent-summary.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/framework/pattern-library-architecture-v1.0.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/policies/conflict-resolution.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/policies/decision-pattern-mapping.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/policies/selection-policy.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/registry/pattern-registry.json,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/registry/pattern-set-registry.json,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/sets/PS-CMP-001-comparison-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/sets/PS-CST-001-cost-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/sets/PS-CTR-001-ctr-improvement.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/sets/PS-FAC-001-fact-verification.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
patterns/sets/PS-IMP-001-existing-article-improvement-base.yaml,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
patterns/sets/PS-JPN-001-japanese-quality-recovery.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/sets/PS-NEW-001-new-article-base.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
patterns/sets/PS-TRB-001-troubleshooting-article.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
presentation/BEFORE_AFTER_TEMPLATE.md,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
presentation/FEEDBACK_TEMPLATE.md,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
presentation/PRESENTATION_TEMPLATE.md,C,思想のみ参照し新規作成,運用思想・検証方法を参考にし、新製品専用として新規作成
product/philosophy/product-philosophy-v1.0.md,C,思想のみ参照し新規作成,内容を個別確認し、必要な考え方のみ新製品へ反映
product/principles/core-principles-v1.0.md,C,思想のみ参照し新規作成,内容を個別確認し、必要な考え方のみ新製品へ反映
product/roadmap/product-roadmap.md,C,思想のみ参照し新規作成,内容を個別確認し、必要な考え方のみ新製品へ反映
product/specifications/product-specification-v1.0.md,C,思想のみ参照し新規作成,内容を個別確認し、必要な考え方のみ新製品へ反映
product/specifications/quality-specification-v0.2.0.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/checklists/improvement-checklist.md,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
quality/checklists/new-article-checklist.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/framework/consistency-audit-v1.0.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/framework/publish-ready-definition.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/framework/quality-dimensions.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/framework/quality-foundation-v1.0.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/framework/quality-framework-v1.0.md,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/framework/reason-warning-codes-v1.0.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/framework/search-performance-diagnosis-v1.0.md,D,不使用・持ち込まない,SIMS Writerの既存記事改善・GSC診断・保護制御に固有のため不使用
quality/framework/validation-layer-v0.2.0.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/gates/draft-gate.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/gates/evidence-gate.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/gates/final-publication-gate.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/gates/input-gate.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/gates/language-gate.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/gates/planning-gate.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/gates/seo-gate.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/registry/quality-gate-registry.json,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/registry/quality-rule-registry.json,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/reports/quality-report-specification.md,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/completeness/QF-COM-001-required-content-coverage.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/completeness/QF-COM-002-exception-and-warning-coverage.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/completeness/QF-COM-003-action-completion.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/eeat/QF-EEA-001-experience-claim-integrity.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/eeat/QF-EEA-002-authority-source-use.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/eeat/QF-EEA-003-no-false-expertise.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/factuality/QF-FAC-001-source-required-for-time-sensitive-claims.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/factuality/QF-FAC-002-no-unsupported-numeric-claims.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/factuality/QF-FAC-003-internal-consistency.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/factuality/QF-FAC-004-fact-and-opinion-separation.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/helpfulness/QF-HLP-001-actionable-explanation.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/helpfulness/QF-HLP-002-reader-decision-support.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/helpfulness/QF-HLP-003-failure-recovery-guidance.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/japanese/QF-JPN-001-natural-japanese.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/japanese/QF-JPN-002-expression-consistency.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/japanese/QF-JPN-003-ai-like-phrase-reduction.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/originality/QF-ORG-001-original-reader-value.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/originality/QF-ORG-002-no-competitor-paraphrase.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/originality/QF-ORG-003-no-fabricated-experience.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/publication/QF-PUB-001-no-placeholder.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/publication/QF-PUB-002-complete-metadata.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/publication/QF-PUB-003-no-unresolved-blocking-issue.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/publication/QF-PUB-004-additional-editing-not-required.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/readability/QF-REA-001-sentence-clarity.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/readability/QF-REA-002-paragraph-length.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/readability/QF-REA-003-redundancy-control.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/safety/QF-SAF-001-dangerous-instruction-prevention.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/safety/QF-SAF-002-high-risk-claim-review.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/safety/QF-SAF-003-data-loss-warning.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
quality/rules/search-intent/QF-INT-001-primary-intent-must-be-answered.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/search-intent/QF-INT-002-main-answer-must-be-explicit.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/search-intent/QF-INT-003-out-of-scope-intent-separation.yaml,B,新規記事向けに再設計,基本思想を維持しつつ新規記事ワークフロー・Contractへ再設計
quality/rules/seo/QF-SEO-001-title-intent-alignment.yaml,A,複製後に名称・参照のみ調整,新規記事にも直接適用できる汎用品質・事実性・記事構造資産
